,treatment,block,Year,species,group,percentcover
3215,Procedural,C,6,Primula_veris,Forbs,3
3216,Procedural,C,6,Prunella_vulgaris,Forbs,5
3217,Procedural,C,6,Ranunculus_repens,Forbs,1
3218,Procedural,C,6,Taraxacum_sect_vulgaria,Forbs,1
3219,Procedural,C,6,Trifolium_pratense,Legumes,4
3220,Procedural,C,6,Trifolium_repens,Legumes,3
3221,Procedural,C,6,Trisetum_flavescens,Grass,5
3222,Procedural,C,6,Veronica_chamaedrys,Forbs,1
3223,Procedural,C,6,Vicia_sativa,Legumes,1
3224,Procedural,C,7,Agrimonia_eupatoria,Forbs,3
3225,Procedural,C,7,Agrostis_stolonifera,Grass,1
3226,Procedural,C,7,Arrhenatherum_elatius,Grass,2
3227,Procedural,C,7,Brachypodium_pinnatum,Grass,20
3228,Procedural,C,7,Bromus_commutatus,Grass,2
3229,Procedural,C,7,Cerastium_fontanum,Forbs,1
3230,Procedural,C,7,Crataegus_monogyna,Woody,1
3231,Procedural,C,7,Crepis_biennis,Forbs,1
3232,Procedural,C,7,Crepis_capillaris,Forbs,2
3233,Procedural,C,7,Dactylis_glomerata,Grass,2
3234,Procedural,C,7,Festuca_rubra,Grass,15
3235,Procedural,C,7,Galium_pumilum,Forbs,1
3236,Procedural,C,7,Glechoma_hederacea,Forbs,1
3237,Procedural,C,7,Holcus_lanatus,Grass,5
3238,Procedural,C,7,Lotus_corniculatus,Legumes,5
3239,Procedural,C,7,Medicago_lupulina,Legumes,10
3240,Procedural,C,7,Pastinaca_sativa,Forbs,1
3241,Procedural,C,7,Poa_pratensis,Grass,3
3242,Procedural,C,7,Potentilla_reptans,Forbs,2
3243,Procedural,C,7,Primula_veris,Forbs,1
3244,Procedural,C,7,Prunella_vulgaris,Forbs,2
3245,Procedural,C,7,Ranunculus_repens,Forbs,1
3246,Procedural,C,7,Taraxacum_sect._vulgaria,Forbs,2
3247,Procedural,C,7,Trifolium_pratense,Legumes,6
3248,Procedural,C,7,Trifolium_repens,Legumes,4
3249,Procedural,C,7,Trisetum_flavescens,Grass,18
3250,Procedural,C,7,Veronica_chamaedrys,Forbs,2
3251,Procedural,D,1,Arrhenatherum_elatius,Grass,3
3252,Procedural,D,1,Brachypodium_pinnatum,Grass,5
3253,Procedural,D,1,Bromus_hordaceus,Grass,2
3254,Procedural,D,1,Centaurea_scabiosa,Forbs,5
3255,Procedural,D,1,Clinopodium_vulgare,Forbs,6
3256,Procedural,D,1,Crepis_capillaris,Forbs,1
3257,Procedural,D,1,Dactylis_glomerata,Grass,20
3258,Procedural,D,1,Festuca_rubra,Grass,15
3259,Procedural,D,1,Geranium_dissectum,Forbs,1
3260,Procedural,D,1,Geranium_pusillum,Forbs,0.1
3261,Procedural,D,1,Holcus_lanatus,Grass,2
3262,Procedural,D,1,Medicago_lupulina,Legumes,0.1
3263,Procedural,D,1,Pastinaca_sativa,Forbs,4
3264,Procedural,D,1,Poa_trivialis,Grass,10
3265,Procedural,D,1,Ranunculus_acris,Forbs,1
3266,Procedural,D,1,Trifolium_repens,Legumes,1
3267,Procedural,D,1,Trisetum_flavescens,Grass,10
3268,Procedural,D,1,Veronica_chamaedrys,Forbs,0.1
3269,Procedural,D,1,Vicia_sativa,Legumes,1
3270,Procedural,D,2,Arrhenatherum_elatius,Grass,5
3271,Procedural,D,2,Brachypodium_pinnatum,Grass,5
3272,Procedural,D,2,Bromus_erectus,Grass,2
3273,Procedural,D,2,Bromus_hordaceus,Grass,3
3274,Procedural,D,2,Bromus_sterilis,Grass,2
3275,Procedural,D,2,Cerastium_fontanum,Forbs,4
3276,Procedural,D,2,Clinopodium_vulgare,Forbs,8
3277,Procedural,D,2,Dactylis_glomerata,Grass,20
3278,Procedural,D,2,Festuca_rubra,Grass,10
3279,Procedural,D,2,Geranium_dissectum,Forbs,6
3280,Procedural,D,2,Glechoma_hederacea,Forbs,2
3281,Procedural,D,2,Holcus_lanatus,Grass,2
3282,Procedural,D,2,Jacobaea_vulgaris,Forbs,1
3283,Procedural,D,2,Knautia_arvensis,Forbs,5
3284,Procedural,D,2,Linum_catharticum,Forbs,4
3285,Procedural,D,2,Lotus_corniculatus,Legumes,8
3286,Procedural,D,2,Medicago_lupulina,Legumes,4
3287,Procedural,D,2,Poa_pratensis,Grass,2
3288,Procedural,D,2,Poa_trivialis,Grass,2
3289,Procedural,D,2,Sanguisorba_minor,Forbs,4
3290,Procedural,D,2,Trifolium_repens,Legumes,4
3291,Procedural,D,2,Trisetum_flavescens,Grass,4
3292,Procedural,D,2,Vicia_sativa,Legumes,1
3293,Procedural,D,3,Arrhenatherum_elatius,Grass,30
3294,Procedural,D,3,Brachypodium_pinnatum,Grass,20
3295,Procedural,D,3,Bromus_hordaceus,Grass,1
3296,Procedural,D,3,Bromus_sterilis,Grass,2
3297,Procedural,D,3,Centaurea_scabiosa,Forbs,5
3298,Procedural,D,3,Clinopodium_vulgare,Forbs,1
3299,Procedural,D,3,Crepis_capillaris,Forbs,3
3300,Procedural,D,3,Dactylis_glomerata,Grass,3
3301,Procedural,D,3,Festuca_rubra,Grass,10
3302,Procedural,D,3,Geranium_dissectum,Forbs,2
3303,Procedural,D,3,Holcus_lanatus,Grass,2
3304,Procedural,D,3,Knautia_arvensis,Forbs,5
3305,Procedural,D,3,Linum_catharticum,Forbs,1
3306,Procedural,D,3,Lolium_perenne,Grass,3
3307,Procedural,D,3,Lotus_corniculatus,Legumes,2
3308,Procedural,D,3,Medicago_lupulina,Legumes,3
3309,Procedural,D,3,Pastinaca_sativa,Forbs,3
3310,Procedural,D,3,Poa_trivialis,Grass,1
3311,Procedural,D,3,Potentilla_reptans,Forbs,1
3312,Procedural,D,3,Prunella_vulgaris,Forbs,1
3313,Procedural,D,3,Senecio_erucifolius,Forbs,1
3314,Procedural,D,3,Trifolium_repens,Legumes,5
3315,Procedural,D,3,Trisetum_flavescens,Grass,1
3316,Procedural,D,3,Veronica_chamaedrys,Forbs,1
3317,Procedural,D,3,Vicia_sativa,Legumes,1
3318,Procedural,D,4,Agrimonia_eupatoria,Forbs,2
3319,Procedural,D,4,Arrhenatherum_elatius,Grass,1
3320,Procedural,D,4,Brachypodium_pinnatum,Grass,30
3321,Procedural,D,4,Bromus_commutatus,Grass,1
3322,Procedural,D,4,Bromus_sterilis,Grass,3
3323,Procedural,D,4,Centaurea_scabiosa,Forbs,5
3324,Procedural,D,4,Clinopodium_vulgare,Forbs,2
3325,Procedural,D,4,Crepis_capillaris,Forbs,1
3326,Procedural,D,4,Dactylis_glomerata,Grass,1
3327,Procedural,D,4,Geranium_columbinum,Forbs,2
3328,Procedural,D,4,Geranium_dissectum,Forbs,1
3329,Procedural,D,4,Holcus_lanatus,Grass,3
3330,Procedural,D,4,Knautia_arvensis,Forbs,10
3331,Procedural,D,4,Lolium_perenne,Grass,1
3332,Procedural,D,4,Lotus_corniculatus,Legumes,8
3333,Procedural,D,4,Medicago_lupulina,Legumes,1
3334,Procedural,D,4,Pastinaca_sativa,Forbs,1
3335,Procedural,D,4,Poa_trivialis,Grass,2
3336,Procedural,D,4,Potentilla_reptans,Forbs,1
3337,Procedural,D,4,Trifolium_repens,Legumes,8
3338,Procedural,D,4,Trisetum_flavescens,Grass,12
3339,Procedural,D,4,Veronica_chamaedrys,Forbs,2
3340,Procedural,D,4,Vicia_sativa,Legumes,2
3341,Procedural,D,5,Agrimonia_eupatoria,Forbs,2
3342,Procedural,D,5,Arrhenatherum_elatius,Grass,3
3343,Procedural,D,5,Brachypodium_pinnatum,Grass,6
3344,Procedural,D,5,Bromus_commutatus,Grass,2
3345,Procedural,D,5,Bromus_sterilis,Grass,8
3346,Procedural,D,5,Carex_flacca,Grass,1
3347,Procedural,D,5,Cerastium_fontanum,Forbs,1
3348,Procedural,D,5,Clinopodium_vulgare,Forbs,2
3349,Procedural,D,5,Crepis_capillaris,Forbs,2
3350,Procedural,D,5,Festuca_rubra,Grass,12
3351,Procedural,D,5,Geranium_columbinum,Forbs,2
3352,Procedural,D,5,Geranium_dissectum,Forbs,1
3353,Procedural,D,5,Holcus_lanatus,Grass,1
3354,Procedural,D,5,Knautia_arvensis,Forbs,10
3355,Procedural,D,5,Linum_catharticum,Forbs,2
3356,Procedural,D,5,Lolium_perenne,Grass,1
3357,Procedural,D,5,Lotus_corniculatus,Legumes,5
3358,Procedural,D,5,Medicago_lupulina,Legumes,4
3359,Procedural,D,5,Pastinaca_sativa,Forbs,2
3360,Procedural,D,5,Potentilla_reptans,Forbs,2
3361,Procedural,D,5,Trifolium_repens,Legumes,1
3362,Procedural,D,5,Trisetum_flavescens,Grass,12
3363,Procedural,D,5,Veronica_chamaedrys,Forbs,1
3364,Procedural,D,5,Vicia_sativa,Legumes,1
3365,Procedural,D,6,Agrimonia_eupatoria,Forbs,3
3366,Procedural,D,6,Arrhenatherum_elatius,Grass,1
3367,Procedural,D,6,Brachypodium_pinnatum,Grass,30
3368,Procedural,D,6,Bromus_commutatus,Grass,2
3369,Procedural,D,6,Bromus_sterilis,Grass,8
3370,Procedural,D,6,Cirsium_eriophorum,Forbs,3
3371,Procedural,D,6,Crepis_capillaris,Forbs,1
3372,Procedural,D,6,Festuca_rubra,Grass,2
3373,Procedural,D,6,Geranium_dissectum,Forbs,1
3374,Procedural,D,6,Holcus_lanatus,Grass,3
3375,Procedural,D,6,Knautia_arvensis,Forbs,12
3376,Procedural,D,6,Lotus_corniculatus,Legumes,25
3377,Procedural,D,6,Medicago_lupulina,Legumes,15
3378,Procedural,D,6,Trifolium_pratense,Legumes,2
3379,Procedural,D,6,Trifolium_repens,Legumes,8
3380,Procedural,D,6,Trisetum_flavescens,Grass,12
3381,Procedural,D,6,Veronica_chamaedrys,Forbs,1
3382,Procedural,D,6,Vicia_hirsuta,Legumes,1
3383,Procedural,D,6,Vicia_sativa,Legumes,1
3384,Procedural,D,7,Agrimonia_eupatoria,Forbs,3
3385,Procedural,D,7,Arrhenatherum_elatius,Grass,2
3386,Procedural,D,7,Brachypodium_pinnatum,Grass,35
3387,Procedural,D,7,Bromus_commutatus,Grass,2
3388,Procedural,D,7,Bromus_sterilis,Grass,5
3389,Procedural,D,7,Cerastium_fontanum,Forbs,1
3390,Procedural,D,7,Crepis_capillaris,Forbs,2
3391,Procedural,D,7,Festuca_rubra,Grass,2
3392,Procedural,D,7,Geranium_dissectum,Forbs,1
3393,Procedural,D,7,Holcus_lanatus,Grass,2
3394,Procedural,D,7,Knautia_arvensis,Forbs,5
3395,Procedural,D,7,Linum_catharticum,Forbs,1
3396,Procedural,D,7,Lotus_corniculatus,Legumes,30
3397,Procedural,D,7,Medicago_lupulina,Legumes,10
3398,Procedural,D,7,Poa_pratensis,Grass,1
3399,Procedural,D,7,Prunella_vulgaris,Forbs,2
3400,Procedural,D,7,Trifolium_pratense,Legumes,2
3401,Procedural,D,7,Trifolium_repens,Legumes,8
3402,Procedural,D,7,Trisetum_flavescens,Grass,15
3403,Procedural,D,7,Veronica_chamaedrys,Forbs,2
3404,Procedural,D,7,Vicia_hirsuta,Legumes,1
3405,Procedural,D,7,Vicia_sativa,Legumes,1
3406,Procedural,E,1,Agrimonia_eupatoria,Forbs,4
3407,Procedural,E,1,Arrhenatherum_elatius,Grass,15
3408,Procedural,E,1,Brachypodium_sylvaticum,Grass,15
3409,Procedural,E,1,Carex_flacca,Grass,5
3410,Procedural,E,1,Clinopodium_vulgare,Forbs,10
3411,Procedural,E,1,Galium_verum,Forbs,40
3412,Procedural,E,1,Geranium_dissectum,Forbs,3
3413,Procedural,E,1,Hypericum_perforatum,Forbs,1
3414,Procedural,E,1,Lotus_corniculatus,Legumes,40
3415,Procedural,E,1,Luzula_campestris,Forbs,5
3416,Procedural,E,1,Pastinaca_sativa,Forbs,13
3417,Procedural,E,1,Sanguisorba_minor,Forbs,2
3418,Procedural,E,1,Senecio_erucifolius,Forbs,2
3419,Procedural,E,1,Trifolium_pratense,Legumes,7
3420,Procedural,E,1,Vicia_sativa,Legumes,3
3421,Procedural,E,2,Agrimonia_eupatoria,Forbs,3
3422,Procedural,E,2,Arrhenatherum_elatius,Grass,3
3423,Procedural,E,2,Brachypodium_pinnatum,Grass,6
3424,Procedural,E,2,Brachypodium_sylvaticum,Grass,8
3425,Procedural,E,2,Clinopodium_vulgare,Forbs,10
3426,Procedural,E,2,Crataegus_monogyna,Woody,2
3427,Procedural,E,2,Cynosurus_cristatus,Grass,2
3428,Procedural,E,2,Festuca_rubra,Grass,5
3429,Procedural,E,2,Galium_verum,Forbs,3
3430,Procedural,E,2,Geranium_dissectum,Forbs,2
3431,Procedural,E,2,Hypericum_perforatum,Forbs,1
3432,Procedural,E,2,Jacobaea_vulgaris,Forbs,1
3433,Procedural,E,2,Linum_catharticum,Forbs,1
3434,Procedural,E,2,Lolium_perenne,Grass,3
3435,Procedural,E,2,Lotus_corniculatus,Legumes,20
3436,Procedural,E,2,Medicago_lupulina,Legumes,3
3437,Procedural,E,2,Pastinaca_sativa,Forbs,1
3438,Procedural,E,2,Poa_trivialis,Grass,3
3439,Procedural,E,2,Prunella_vulgaris,Forbs,1
3440,Procedural,E,2,Sanguisorba_minor,Forbs,4
3441,Procedural,E,2,Scorzoneroides_autumnalis,Forbs,5
3442,Procedural,E,2,Taraxacum_sect_vulgaria,Forbs,1
3443,Procedural,E,2,Trifolium_repens,Legumes,7
3444,Procedural,E,2,Trisetum_flavescens,Grass,1
3445,Procedural,E,2,Veronica_chamaedrys,Forbs,1
3446,Procedural,E,2,Vicia_sativa,Legumes,1
3447,Procedural,E,2,Viola_hirta,Forbs,1
3448,Procedural,E,3,Agrimonia_eupatoria,Forbs,1
3449,Procedural,E,3,Arrhenatherum_elatius,Grass,15
3450,Procedural,E,3,Brachypodium_sylvaticum,Grass,20
3451,Procedural,E,3,Clinopodium_vulgare,Forbs,2
3452,Procedural,E,3,Crepis_capillaris,Forbs,2
3453,Procedural,E,3,Dactylis_glomerata,Grass,1
3454,Procedural,E,3,Festuca_rubra,Grass,10
3455,Procedural,E,3,Galium_verum,Forbs,10
3456,Procedural,E,3,Geranium_columbinum,Forbs,1
3457,Procedural,E,3,Holcus_lanatus,Grass,2
3458,Procedural,E,3,Hypericum_perforatum,Forbs,1
3459,Procedural,E,3,Linum_catharticum,Forbs,1
3460,Procedural,E,3,Lolium_perenne,Grass,2
3461,Procedural,E,3,Lotus_corniculatus,Legumes,8
3462,Procedural,E,3,Medicago_lupulina,Legumes,3
3463,Procedural,E,3,Pastinaca_sativa,Forbs,1
3464,Procedural,E,3,Poa_pratensis,Grass,2
3465,Procedural,E,3,Prunella_vulgaris,Forbs,1
3466,Procedural,E,3,Ranunculus_acris,Forbs,1
3467,Procedural,E,3,Scorzoneroides_autumnalis,Forbs,2
3468,Procedural,E,3,Senecio_erucifolius,Forbs,1
3469,Procedural,E,3,Trifolium_repens,Legumes,2
3470,Procedural,E,3,Trisetum_flavescens,Grass,7
3471,Procedural,E,4,Agrimonia_eupatoria,Forbs,2
3472,Procedural,E,4,Agrostis_stolonifera,Grass,3
3473,Procedural,E,4,Arrhenatherum_elatius,Grass,2
3474,Procedural,E,4,Brachypodium_pinnatum,Grass,5
3475,Procedural,E,4,Brachypodium_sylvaticum,Grass,20
3476,Procedural,E,4,Bromus_commutatus,Grass,1
3477,Procedural,E,4,Carex_flacca,Grass,1
3478,Procedural,E,4,Clinopodium_vulgare,Forbs,5
3479,Procedural,E,4,Crepis_capillaris,Forbs,1
3480,Procedural,E,4,Cynosurus_cristatus,Grass,2
3481,Procedural,E,4,Dactylis_glomerata,Grass,1
3482,Procedural,E,4,Festuca_rubra,Grass,2
3483,Procedural,E,4,Galium_verum,Forbs,8
3484,Procedural,E,4,Geranium_columbinum,Forbs,1
3485,Procedural,E,4,Holcus_lanatus,Grass,1
3486,Procedural,E,4,Hypericum_perforatum,Forbs,1
3487,Procedural,E,4,Lolium_perenne,Grass,2
3488,Procedural,E,4,Lotus_corniculatus,Legumes,35
3489,Procedural,E,4,Luzula_campestris,Forbs,1
3490,Procedural,E,4,Medicago_lupulina,Legumes,1
3491,Procedural,E,4,Pastinaca_sativa,Forbs,1
3492,Procedural,E,4,Poa_trivialis,Grass,1
3493,Procedural,E,4,Prunella_vulgaris,Forbs,2
3494,Procedural,E,4,Senecio_erucifolius,Forbs,1
3495,Procedural,E,4,Tragopogon_pratensis,Forbs,1
3496,Procedural,E,4,Trifolium_repens,Legumes,3
3497,Procedural,E,4,Trisetum_flavescens,Grass,12
3498,Procedural,E,4,Veronica_chamaedrys,Forbs,1
3499,Procedural,E,4,Vicia_sativa,Legumes,1
3500,Procedural,E,4,Viola_hirta,Forbs,1
3501,Procedural,E,5,Agrimonia_eupatoria,Forbs,3
3502,Procedural,E,5,Agrostis_stolonifera,Grass,2
3503,Procedural,E,5,Arrhenatherum_elatius,Grass,1
3504,Procedural,E,5,Brachypodium_pinnatum,Grass,15
3505,Procedural,E,5,Brachypodium_sylvaticum,Grass,8
3506,Procedural,E,5,Carex_flacca,Grass,1
3507,Procedural,E,5,Clinopodium_vulgare,Forbs,5
3508,Procedural,E,5,Crepis_capillaris,Forbs,2
3509,Procedural,E,5,Cynosurus_cristatus,Grass,2
3510,Procedural,E,5,Dactylis_glomerata,Grass,1
3511,Procedural,E,5,Festuca_rubra,Grass,4
3512,Procedural,E,5,Galium_verum,Forbs,10
3513,Procedural,E,5,Geranium_columbinum,Forbs,1
3514,Procedural,E,5,Holcus_lanatus,Grass,1
3515,Procedural,E,5,Hypericum_perforatum,Forbs,1
3516,Procedural,E,5,Linum_catharticum,Forbs,4
3517,Procedural,E,5,Lotus_corniculatus,Legumes,30
3518,Procedural,E,5,Medicago_lupulina,Legumes,2
3519,Procedural,E,5,Pastinaca_sativa,Forbs,1
3520,Procedural,E,5,Prunella_vulgaris,Forbs,1
3521,Procedural,E,5,Senecio_erucifolius,Forbs,1
3522,Procedural,E,5,Trifolium_pratense,Legumes,2
3523,Procedural,E,5,Trifolium_repens,Legumes,1
3524,Procedural,E,5,Trisetum_flavescens,Grass,10
3525,Procedural,E,5,Veronica_chamaedrys,Forbs,1
3526,Procedural,E,5,Vicia_sativa,Legumes,1
3527,Procedural,E,5,Viola_hirta,Forbs,2
3528,Procedural,E,6,Agrimonia_eupatoria,Forbs,2
3529,Procedural,E,6,Arrhenatherum_elatius,Grass,1
3530,Procedural,E,6,Brachypodium_pinnatum,Grass,20
3531,Procedural,E,6,Brachypodium_sylvaticum,Grass,6
3532,Procedural,E,6,Bromus_sterilis,Grass,1
3533,Procedural,E,6,Cerastium_fontanum,Forbs,1
3534,Procedural,E,6,Clinopodium_vulgare,Forbs,2
3535,Procedural,E,6,Crepis_capillaris,Forbs,1
3536,Procedural,E,6,Cynosurus_cristatus,Grass,2
3537,Procedural,E,6,Dactylis_glomerata,Grass,1
3538,Procedural,E,6,Festuca_rubra,Grass,3
3539,Procedural,E,6,Galium_verum,Forbs,3
3540,Procedural,E,6,Geranium_columbinum,Forbs,1
3541,Procedural,E,6,Holcus_lanatus,Grass,2
3542,Procedural,E,6,Hypericum_perforatum,Forbs,1
3543,Procedural,E,6,Knautia_arvensis,Forbs,2
3544,Procedural,E,6,Linum_catharticum,Forbs,1
3545,Procedural,E,6,Lotus_corniculatus,Legumes,40
3546,Procedural,E,6,Luzula_campestris,Forbs,2
3547,Procedural,E,6,Medicago_lupulina,Legumes,3
3548,Procedural,E,6,Orobanche_minor,Forbs,1
3549,Procedural,E,6,Poa_trivialis,Grass,1
3550,Procedural,E,6,Potentilla_reptans,Forbs,2
3551,Procedural,E,6,Prunella_vulgaris,Forbs,3
3552,Procedural,E,6,Senecio_erucifolius,Forbs,1
3553,Procedural,E,6,Taraxacum_sect_vulgaria,Forbs,1
3554,Procedural,E,6,Trifolium_pratense,Legumes,2
3555,Procedural,E,6,Trifolium_repens,Legumes,4
3556,Procedural,E,6,Trisetum_flavescens,Grass,10
3557,Procedural,E,6,Veronica_chamaedrys,Forbs,1
3558,Procedural,E,6,Vicia_sativa,Legumes,1
3559,Procedural,E,6,Viola_hirta,Forbs,1
3560,Procedural,E,7,Agrimonia_eupatoria,Forbs,2
3561,Procedural,E,7,Arrhenatherum_elatius,Grass,3
3562,Procedural,E,7,Brachypodium_pinnatum,Grass,10
3563,Procedural,E,7,Brachypodium_sylvaticum,Grass,15
3564,Procedural,E,7,Bromus_sterilis,Grass,1
3565,Procedural,E,7,Carex_flacca,Grass,1
3566,Procedural,E,7,Cerastium_fontanum,Forbs,1
3567,Procedural,E,7,Clinopodium_vulgare,Forbs,2
3568,Procedural,E,7,Crepis_capillaris,Forbs,1
3569,Procedural,E,7,Cynosurus_cristatus,Grass,2
3570,Procedural,E,7,Festuca_rubra,Grass,3
3571,Procedural,E,7,Galium_verum,Forbs,18
3572,Procedural,E,7,Geranium_columbinum,Forbs,1
3573,Procedural,E,7,Holcus_lanatus,Grass,2
3574,Procedural,E,7,Hypericum_perforatum,Forbs,1
3575,Procedural,E,7,Knautia_arvensis,Forbs,2
3576,Procedural,E,7,Lolium_perenne,Grass,1
3577,Procedural,E,7,Lotus_corniculatus,Legumes,15
3578,Procedural,E,7,Luzula_campestris,Forbs,1
3579,Procedural,E,7,Medicago_lupulina,Legumes,15
3580,Procedural,E,7,Poa_trivialis,Grass,1
3581,Procedural,E,7,Potentilla_reptans,Forbs,2
3582,Procedural,E,7,Prunella_vulgaris,Forbs,2
3583,Procedural,E,7,Senecio_erucifolius,Forbs,1
3584,Procedural,E,7,Taraxacum_sect._vulgaria,Forbs,1
3585,Procedural,E,7,Trifolium_pratense,Legumes,1
3586,Procedural,E,7,Trifolium_repens,Legumes,2
3587,Procedural,E,7,Trisetum_flavescens,Grass,8
3588,Procedural,E,7,Veronica_chamaedrys,Forbs,2
3589,Procedural,E,7,Viola_hirta,Forbs,1
3590,Ambient,A,8,Arrhenatherum_elatius        ,Grass,2
3591,Ambient,A,8,Brachypodium_sylvaticum,Grass,15
3592,Ambient,A,8,Bromus_commutatus            ,Grass,15
3593,Ambient,A,8,Bromus_sterilis,Grass,5
3594,Ambient,A,8,Dactylis_glomerata           ,Grass,1
3595,Ambient,A,8,Holcus_lanatus               ,Grass,1
3596,Ambient,A,8,Lolium_perenne               ,Grass,1
3597,Ambient,A,8,Poa_pratensis                ,Grass,1
3598,Ambient,A,8,Trisetum_flavescens          ,Grass,30
3599,Ambient,A,8,Carex_flacca,Grass,2
3600,Ambient,A,8,Agrimonia_eupatoria,Forbs,4
3601,Ambient,A,8,Cerastium_fontanum           ,Forbs,1
3602,Ambient,A,8,Clinopodium_vulgare,Forbs,3
3603,Ambient,A,8,Crepis_capillaris,Forbs,1
3604,Ambient,A,8,Galium_verum,Forbs,1
3605,Ambient,A,8,Geranium_dissectum,Forbs,2
3606,Ambient,A,8,Hypericum_perforatum,Forbs,1
3607,Ambient,A,8,Lotus_corniculatus           ,Legumes,3
3608,Ambient,A,8,Medicago_lupulina            ,Legumes,1
3609,Ambient,A,8,Odontites_verna,Forbs,1
3610,Ambient,A,8,Pastinaca_sativa,Forbs,4
3611,Ambient,A,8,Potentilla_reptans,Forbs,3
3612,Ambient,A,8,Taraxacum_sect._vulgaria     ,Forbs,3
3613,Ambient,A,8,Tragopogon_pratensis         ,Forbs,1
3614,Ambient,A,8,Trifolium_campestre            ,Legumes,1
3615,Ambient,A,8,Veronica_chamaedrys,Forbs,2
3616,Ambient,A,8,Vicia_sativa,Legumes,1
3617,Ambient,A,8,Crataegus_monogyna,Woody,2
3618,Ambient,A,8,Quercus_sp,Woody,3
3619,Drought,A,8,Agrostis_stolonifera         ,Grass,5
3620,Drought,A,8,Brachypodium_pinnatum,Grass,20
3621,Drought,A,8,Arrhenatherum_elatius        ,Grass,1
3622,Drought,A,8,Brachypodium_sylvaticum,Grass,1
3623,Drought,A,8,Bromus_hordeaceus            ,Grass,1
3624,Drought,A,8,Bromus_sterilis,Grass,1
3625,Drought,A,8,Linum_catharticum,Forbs,1
3626,Drought,A,8,Lolium_perenne               ,Grass,2
3627,Drought,A,8,Knautia_arvensis,Forbs,3
3628,Drought,A,8,Trisetum_flavescens          ,Grass,10
3629,Drought,A,8,Galium_mollugo,Forbs,2
3630,Drought,A,8,Agrimonia_eupatoria,Forbs,2
3631,Drought,A,8,Cerastium_fontanum           ,Forbs,3
3632,Drought,A,8,Clinopodium_vulgare,Forbs,2
3633,Drought,A,8,Crepis_capillaris,Forbs,6
3634,Drought,A,8,Galium_verum,Forbs,3
3635,Drought,A,8,Geranium_ columbinum,Forbs,6
3636,Drought,A,8,Hypericum_perforatum,Forbs,1
3637,Drought,A,8,Lotus_corniculatus           ,Legumes,1
3638,Drought,A,8,Orobanche_minor,Forbs,1
3639,Drought,A,8,Potentilla_reptans,Forbs,4
3640,Drought,A,8,Trifolium_campestre            ,Legumes,1
3641,Drought,A,8,Veronica_chamaedrys,Forbs,1
3642,Drought,A,8,Crataegus_monogyna,Woody,4
3643,Procedural ,A,8,Agrostis_stolonifera         ,Grass,2
3644,Procedural ,A,8,Arrhenatherum_elatius        ,Grass,2
3645,Procedural ,A,8,Brachypodium_pinnatum,Grass,2
3646,Procedural ,A,8,Brachypodium_sylvaticum,Grass,22
3647,Procedural ,A,8,Bromus_commutatus            ,Grass,2
3648,Procedural ,A,8,Bromus_sterilis,Grass,30
3649,Procedural ,A,8,Dactylis_glomerata           ,Grass,1
3650,Procedural ,A,8,Holcus_lanatus    ,Grass,1
3651,Procedural ,A,8,Lolium_perenne               ,Grass,1
3652,Procedural ,A,8,Trisetum_flavescens          ,Grass,15
3653,Procedural ,A,8,Agrimonia_eupatoria,Forbs,6
3654,Procedural ,A,8,Cerastium_fontanum           ,Forbs,1
3655,Procedural ,A,8,Convolvolus_arvensis,Forbs,1
3656,Procedural ,A,8,Crepis_capillaris,Forbs,1
3657,Procedural ,A,8,Galium_verum,Forbs,3
3658,Procedural ,A,8,Geranium_dissectum,Forbs,1
3659,Procedural ,A,8,Hypericum_perforatum,Forbs,1
3660,Procedural ,A,8,Lotus_corniculatus           ,Legumes,3
3661,Procedural ,A,8,Medicago_lupulina            ,Legumes,1
3662,Procedural ,A,8,Potentilla_reptans,Forbs,2
3663,Procedural ,A,8,Primula_veris,Forbs,1
3664,Procedural ,A,8,Sonchus_asper,Forbs,1
3665,Procedural ,A,8,Taraxacum_sect._vulgaria     ,Forbs,2
3666,Procedural ,A,8,Trifolium_pratense           ,Legumes,5
3667,Procedural ,A,8,Trifolium_repens             ,Legumes,1
3668,Procedural ,A,8,Veronica_chamaedrys,Forbs,1
3669,Procedural ,A,8,Vicia_sativa,Legumes,1
3670,Procedural ,A,8,Viola_hirta,Forbs,1
3671,Irrigated,A,8,Brachypodium_pinnatum,Grass,35
3672,Irrigated,A,8,Brachypodium_sylvaticum,Grass,3
3673,Irrigated,A,8,Bromus_commutatus            ,Grass,2
3674,Irrigated,A,8,Bromus_hordeaceus ,Grass,1
3675,Irrigated,A,8,Bromus_sterilis,Grass,1
3676,Irrigated,A,8,Dactylis_glomerata           ,Grass,1
3677,Irrigated,A,8,Holcus_lanatus               ,Grass,1
3678,Irrigated,A,8,Lolium_perenne               ,Grass,2
3679,Irrigated,A,8,Poa_trivialis                ,Grass,1
3680,Irrigated,A,8,Trisetum_flavescens          ,Grass,25
3681,Irrigated,A,8,Cerastium_fontanum           ,Forbs,1
3682,Irrigated,A,8,Cirsium_eriophorum,Forbs,1
3683,Irrigated,A,8,Convolvolus_arvensis,Forbs,1
3684,Irrigated,A,8,Crepis_capillaris,Forbs,1
3685,Irrigated,A,8,Geranium_columbinum,Forbs,2
3686,Irrigated,A,8,Geranium_dissectum,Forbs,1
3687,Irrigated,A,8,Hyacinthoides_non-scripta        ,Forbs,1
